fue02-134|Un personaje fofo, cuya condición de eunuco se adivinaba en su morbidez,|Un personaje fofo, cuya condicion de eunuco se adivinaba en su morbidez,
fue02-135|pregonaba al son de crótalos de bronce, cobertores de un tejido singular que producía el insomnio y el deseo.|pregonaba al son de crotalos de bronce, cobertores de un tejido singular que producia el insomnio y el deseo.
fue02-136|Cobertores cuya abolición habían pedido los ciudadanos honrados.|Cobertores cuya abolicion habian pedido los ciudadanos honrados.
fue02-137|Pues mi ciudad sabía gozar, sabía vivir.|Pues mi ciudad sabia gozar, sabia vivir.
fue02-138|Al anochecer recibí dos visitas que cenaron conmigo.|Al anochecer recibi dos visitas que cenaron conmigo.
fue02-139|Un condiscípulo jovial, matemático cuya vida desarreglada era el escándalo de la ciencia,|Un condiscipulo jovial, matematico cuya vida desarreglada era el escandalo de la ciencia,
fue02-140|y un agricultor enriquecido.|y un agricultor enriquecido.
fue02-141|La gente sentía necesidad de visitarse después de aquellas chispas de cobre.|La gente sentia necesidad de visitarse despues de aquellas chispas de cobre.
fue02-142|De visitarse y de beber, pues ambos se retiraron completamente borrachos.|De visitarse y de beber, pues ambos se retiraron completamente borrachos.
fue02-143|Yo hice una rápida salida.|Yo hice una rapida salida.
fue02-144|La ciudad, caprichosamente iluminada, había aprovechado la coyuntura para decretarse una noche de fiesta.|La ciudad, caprichosamente iluminada, habia aprovechado la coyuntura para decretarse una noche de fiesta.
fue02-145|En algunas cornisas alumbraban perfumando lámparas de incienso.|En algunas cornisas alumbraban perfumando lamparas de incienso.
fue02-146|Desde sus balcones, las jóvenes burguesas, excesivamente ataviadas,|Desde sus balcones, las jovenes burguesas, excesivamente ataviadas,
fue02-147|se divertían en proyectar de un soplo a las narices de los transeúntes distraídos|se divertian en proyectar de un soplo a las narices de los transeuntes distraidos
fue02-148|tripas pintarrajeadas y crepitantes de cascabeles.|tripas pintarrajeadas y crepitantes de cascabeles.
fue02-149|En cada esquina se bailaba.|En cada esquina se bailaba.
fue02-150|De balcón a balcón cambiábanse flores y gatitos de dulce.|De balcon a balcon cambiabanse flores y gatitos de dulce.
fue02-151|El césped de los parques palpitaba de parejas…|El cesped de los parques palpitaba de parejas...
fue02-152|Regresé temprano y rendido.|Regrese temprano y rendido.
fue02-153|Nunca me acogí al lecho con más grata pesadez de sueño.|Nunca me acogi al lecho con mas grata pesadez de sueno.
fue02-154|Desperté bañado en sudor, los ojos turbios, la garganta reseca.|Desperte banado en sudor, los ojos turbios, la garganta reseca.
fue02-155|Había afuera un rumor de lluvia.|Habia afuera un rumor de lluvia.
fue02-156|Buscando algo, me apoyé en la pared, y por mi cuerpo corrió como un latigazo el escalofrío del miedo.|Buscando algo, me apoye en la pared, y por mi cuerpo corrio como un latigazo el escalofrio del miedo.
fue02-157|La pared estaba caliente y conmovida por una sorda vibración.|La pared estaba caliente y conmovida por una sorda vibracion.
fue02-158|Casi no necesité abrir la ventana para darme cuenta de lo que ocurría.La lluvia de cobre había vuelto, pero esta vez nutrida y compacta.|Casi no necesite abrir la ventana para darme cuenta de lo que ocurria.La lluvia de cobre habia vuelto, pero esta vez nutrida y compacta.
fue02-159|Un caliginoso vaho sofocaba la ciudad;|Un caliginoso vaho sofocaba la ciudad;
fue02-160|un olor entre fosfatado y urinoso apestaba el aire.|un olor entre fosfatado y urinoso apestaba el aire.
fue02-161|Por fortuna, mi casa estaba rodeada de galerías y aquella lluvia no alcanzaba las puertas.|Por fortuna, mi casa estaba rodeada de galerias y aquella lluvia no alcanzaba las puertas.
fue02-162|Abrí la que daba al jardín.|Abri la que daba al jardin.
fue02-163|Los árboles estaban negros, ya sin follaje;|Los arboles estaban negros, ya sin follaje;
fue02-164|el piso, cubierto de hojas carbonizadas.|el piso, cubierto de hojas carbonizadas.
fue02-165|El aire, rayado de vírgulas de fuego, era de una paralización mortal;|El aire, rayado de virgulas de fuego, era de una paralizacion mortal;
fue02-166|y por entre aquéllas se divisaba el firmamento, siempre impasible, siempre celeste.|y por entre aquellas se divisaba el firmamento, siempre impasible, siempre celeste.
fue02-167|llamé en vano.|llame en vano.
fue02-168|Penetré hasta los aposentos famularios.|Penetre hasta los aposentos famularios.
fue02-169|La servidumbre se había ido.|La servidumbre se habia ido.
fue02-170|Envueltas las piernas en un cobertor de biso,|Envueltas las piernas en un cobertor de biso,
fue02-171|acorazándome espaldas y cabeza con una bañera de metal que me aplastaba horriblemente,|acorazandome espaldas y cabeza con una banera de metal que me aplastaba horriblemente,
fue02-172|pude llegar hasta las caballerizas.|pude llegar hasta las caballerizas.
fue02-173|Los caballos habían desaparecido también.|Los caballos habian desaparecido tambien.
fue02-174|Y con una tranquilidad que hacía honor a mis nervios, me di cuenta de que estaba perdido.|Y con una tranquilidad que hacia honor a mis nervios, me di cuenta de que estaba perdido.
fue02-175|Afortunadamente, el comedor se encontraba lleno de provisiones;|Afortunadamente, el comedor se encontraba lleno de provisiones;
fue02-176|su sótano, atestado de vinos.|su sotano, atestado de vinos.
fue02-177|Bajé a él. Conservaba todavía su frescura;|Baje a el. Conservaba todavia su frescura;
fue02-178|hasta su fondo no llegaba la vibración de la pesada lluvia, el eco de su grave crepitación.|hasta su fondo no llegaba la vibracion de la pesada lluvia, el eco de su grave crepitacion.
fue02-179|Bebí una botella, y luego extraje de la alacena secreta el pomo de vino envenenado.|Bebi una botella, y luego extraje de la alacena secreta el pomo de vino envenenado.
fue02-180|Todos los que teníamos bodega poseíamos uno, aunque no lo usáramos ni tuviéramos convidados cargosos.|Todos los que teniamos bodega poseiamos uno, aunque no lo usaramos ni tuvieramos convidados cargosos.
fue02-181|Era un licor claro e insípido, de efectos instantáneos.|Era un licor claro e insipido, de efectos instantaneos.
fue02-182|Reanimado por el vino, examiné mi situación.|Reanimado por el vino, examine mi situacion.
fue02-183|Era asaz sencilla.|Era asaz sencilla.
fue02-184|No pudiendo huir, la muerte me esperaba;|No pudiendo huir, la muerte me esperaba;
fue02-185|pero con el veneno aquel, la muerte me pertenecía.|pero con el veneno aquel, la muerte me pertenecia.
fue02-186|Y decidí ver eso todo lo posible, pues era, a no dudarlo, un espectáculo singular.|Y decidi ver eso todo lo posible, pues era, a no dudarlo, un espectaculo singular.
fue02-187|¡Una lluvia de cobre incandescente! ¡La ciudad en llamas! Valía la pena.|!Una lluvia de cobre incandescente! !La ciudad en llamas! Valia la pena.
fue02-188|Subí a la terraza, pero no pude pasar de la puerta que daba acceso a ella.|Subi a la terraza, pero no pude pasar de la puerta que daba acceso a ella.
fue02-189|Veía desde allá lo bastante, sin embargo.|Veia desde alla lo bastante, sin embargo.
fue02-190|Veía y escuchaba.|Veia y escuchaba.
fue02-191|La soledad era absoluta.|La soledad era absoluta.
fue02-192|La crepitación no se interrumpía sino por uno que otro ululato de perro, o explosión anormal.|La crepitacion no se interrumpia sino por uno que otro ululato de perro, o explosion anormal.
fue02-193|El ambiente estaba rojo;|El ambiente estaba rojo;
fue02-194|y a su través, troncos, chimeneas, casas, blanqueaban con una lividez tristísima.|y a su traves, troncos, chimeneas, casas, blanqueaban con una lividez tristisima.
fue02-195|Los pocos árboles que conservaban follaje retorcíanse, negros, de un negro de estaño.|Los pocos arboles que conservaban follaje retorcianse, negros, de un negro de estano.
fue02-196|La luz había decrecido un poco, no obstante la persistencia de la limpidez celeste.|La luz habia decrecido un poco, no obstante la persistencia de la limpidez celeste.
fue02-197|El horizonte estaba, esto sí, mucho más cerca, y como ahogado en ceniza.|El horizonte estaba, esto si, mucho mas cerca, y como ahogado en ceniza.
fue02-198|Sobre el lago flotaba un denso vapor, que algo corregía la extraordinaria sequedad del aire.|Sobre el lago flotaba un denso vapor, que algo corregia la extraordinaria sequedad del aire.
fue02-199|Percibíase claramente la combustible lluvia,|Percibiase claramente la combustible lluvia,
fue02-200|en trazos de cobre que vibraban como el cordaje innumerable de un arpa,|en trazos de cobre que vibraban como el cordaje innumerable de un arpa,
fue02-201|y de cuando en cuando mezclábanse con ella ligeras flámulas:|y de cuando en cuando mezclabanse con ella ligeras flamulas:
fue02-202|Humaredas negras anunciaban incendios aquí y allá.|Humaredas negras anunciaban incendios aqui y alla.
fue02-203|Mis pájaros comenzaban a morir de sed y hube de bajar hasta el aljibe para llevarles agua.|Mis pajaros comenzaban a morir de sed y hube de bajar hasta el aljibe para llevarles agua.
fue02-204|El sótano comunicaba con aquel depósito, vasta cisterna que podía resistir mucho al fuego celeste;|El sotano comunicaba con aquel deposito, vasta cisterna que podia resistir mucho al fuego celeste;
fue02-205|mas por los conductos que del techo y de los patios desembocaban allá habíase deslizado algún cobre,|mas por los conductos que del techo y de los patios desembocaban alla habiase deslizado algun cobre,
fue02-206|y el agua tenía un gusto particular, entre natrón y orina, con tendencia a salarse.|y el agua tenia un gusto particular, entre natron y orina, con tendencia a salarse.
fue02-207|Bastóme levantar las trampillas de mosaico que cerraban aquellas vías,|Bastome levantar las trampillas de mosaico que cerraban aquellas vias,
fue02-208|para cortar a mi agua toda comunicación con el exterior.|para cortar a mi agua toda comunicacion con el exterior.
fue02-209|Esa tarde y toda la noche fue horrendo el espectáculo de la ciudad.|Esa tarde y toda la noche fue horrendo el espectaculo de la ciudad.
fue02-210|Quemada en sus domicilios, la gente huía despavorida, para arderse en las calles, en la campiña desolada;|Quemada en sus domicilios, la gente huia despavorida, para arderse en las calles, en la campina desolada;
fue02-211|y la población agonizó bárbaramente, con ayes y clamores de una amplitud,|y la poblacion agonizo barbaramente, con ayes y clamores de una amplitud,
fue02-212|de un horror, de una variedad estupendos.|de un horror, de una variedad estupendos.
fue02-213|Nada hay tan sublime como la voz humana.|Nada hay tan sublime como la voz humana.
fue02-214|El derrumbe de los edificios, la combustión de tantas mercancías y efectos diversos,|El derrumbe de los edificios, la combustion de tantas mercancias y efectos diversos,
fue02-215|y más que todo la quemazón de tantos cuerpos acabaron por agregar al cataclismo|y mas que todo la quemazon de tantos cuerpos acabaron por agregar al cataclismo
fue02-216|el tormento de su hedor infernal.|el tormento de su hedor infernal.
fue02-217|Al declinar el sol, el aire estaba casi negro de humo y polvaredas.|Al declinar el sol, el aire estaba casi negro de humo y polvaredas.
fue02-218|Las flámulas que danzaban por la mañana entre el cobre pluvial eran ahora llamaradas siniestras.|Las flamulas que danzaban por la manana entre el cobre pluvial eran ahora llamaradas siniestras.
fue02-219|Empezó a soplar un viento ardentísimo, denso, como alquitrán caliente.|Empezo a soplar un viento ardentisimo, denso, como alquitran caliente.
fue02-220|Parecía que se estuviese en un inmenso horno sombrío.|Parecia que se estuviese en un inmenso horno sombrio.
fue02-221|Cielo, tierra, aire:|Cielo, tierra, aire:
fue02-222|todo acababa:|todo acababa:
fue02-223|no había más que tinieblas y fuego.|no habia mas que tinieblas y fuego.
fue02-224|¡Ah, el horror de aquellas tinieblas que todo el fuego,|!Ah, el horror de aquellas tinieblas que todo el fuego,
fue02-225|el enorme fuego de la ciudad ardida no alcanzaba a dominar;|el enorme fuego de la ciudad ardida no alcanzaba a dominar;
fue02-226|y aquella fetidez de pingajos, de azufre, de grasa cadavérica en el aire seco que hacía escupir sangre;|y aquella fetidez de pingajos, de azufre, de grasa cadaverica en el aire seco que hacia escupir sangre;
fue02-227|y aquellos clamores que no sé cómo no acababan nunca, aquellos clamores que cubrían el rumor del incendio,|y aquellos clamores que no se como no acababan nunca, aquellos clamores que cubrian el rumor del incendio,
fue02-228|más vasto que un huracán, aquellos clamores en que aullaban, gemían, bramaban|mas vasto que un huracan, aquellos clamores en que aullaban, gemian, bramaban
fue02-229|todas las bestias con un inefable pavor de eternidad…!|todas las bestias con un inefable pavor de eternidad...!
fue02-230|Mi casa empezaba a arder.|Mi casa empezaba a arder.
fue02-231|Bajé a la cisterna, sin haber perdido hasta entonces mi presencia de ánimo,|Baje a la cisterna, sin haber perdido hasta entonces mi presencia de animo,
fue02-232|pero enteramente erizado con todo aquel horror;|pero enteramente erizado con todo aquel horror;
fue02-233|y al verme de pronto en esa oscuridad amiga, al amparo de la frescura, ante el silencio del agua subterránea,|y al verme de pronto en esa oscuridad amiga, al amparo de la frescura, ante el silencio del agua subterranea,
fue02-234|me acometió de pronto un miedo que no sentía —estoy seguro—|me acometio de pronto un miedo que no sentia --estoy seguro--
fue02-235|desde cuarenta años atrás miedo infantil de una presencia enemiga y difusa y me eché a llorar,|desde cuarenta anos atras miedo infantil de una presencia enemiga y difusa y me eche a llorar,
fue02-236|a llorar como un loco, a llorar de miedo, allá en un rincón sin rubor alguno.|a llorar como un loco, a llorar de miedo, alla en un rincon sin rubor alguno.
fue02-237|No fue sino muy tarde, cuando al escuchar el derrumbe de un techo, se me ocurrió apuntalar la puerta del sótano.|No fue sino muy tarde, cuando al escuchar el derrumbe de un techo, se me ocurrio apuntalar la puerta del sotano.
fue02-238|Hícelo así con su propia escalera y algunos barrotes de la estantería,|Hicelo asi con su propia escalera y algunos barrotes de la estanteria,
fue02-239|devolviéndome aquella defensa alguna tranquilidad;|devolviendome aquella defensa alguna tranquilidad;
fue02-240|no porque hubiera de salvarme, sino por la benéfica influencia de la acción.|no porque hubiera de salvarme, sino por la benefica influencia de la accion.
fue02-241|Cayendo a cada instante en modorras que entrecortaban funestas pesadillas, pasé las horas.|Cayendo a cada instante en modorras que entrecortaban funestas pesadillas, pase las horas.
fue02-242|Continuamente oía derrumbes allá cerca.|Continuamente oia derrumbes alla cerca.
fue02-243|Había encendido dos lámparas que traje conmigo, para darme valor, pues la cisterna era asaz lóbrega.|Habia encendido dos lamparas que traje conmigo, para darme valor, pues la cisterna era asaz lobrega.
fue02-244|Hasta llegué a comer, bien que sin apetito, los restos de un pastel.|Hasta llegue a comer, bien que sin apetito, los restos de un pastel.
fue02-245|En cambio, bebí mucha agua.|En cambio, bebi mucha agua.
fue02-246|De repente mis lámparas empezaron a amortiguarse, y junto con eso el terror,|De repente mis lamparas empezaron a amortiguarse, y junto con eso el terror,
fue02-247|el terror paralizante esta vez, me asaltó.|el terror paralizante esta vez, me asalto.
fue02-248|Había gastado, sin prevenirlo, toda mi luz, pues no tenía sino aquellas lámparas.|Habia gastado, sin prevenirlo, toda mi luz, pues no tenia sino aquellas lamparas.
fue02-249|No advertí, al descender esa tarde, traerlas todas conmigo.|No adverti, al descender esa tarde, traerlas todas conmigo.
fue02-250|Las luces decrecieron y se apagaron.|Las luces decrecieron y se apagaron.
fue02-251|Entonces advertí que la cisterna empezaba a llenarse con el hedor del incendio.|Entonces adverti que la cisterna empezaba a llenarse con el hedor del incendio.
fue02-252|No quedaba otro remedio que salir;|No quedaba otro remedio que salir;
fue02-253|y luego, todo, todo era preferible a morir asfixiado como una alimaña en su cueva.|y luego, todo, todo era preferible a morir asfixiado como una alimana en su cueva.
fue02-254|A duras penas conseguí alzar la tapa del sótano que los escombros del comedor cubrían…|A duras penas consegui alzar la tapa del sotano que los escombros del comedor cubrian...
fue02-255|… Por segunda vez había cesado la lluvia infernal.|... Por segunda vez habia cesado la lluvia infernal.
fue02-256|Pero la ciudad ya no existía.|Pero la ciudad ya no existia.
fue02-257|Techos, puertas, gran cantidad de muros, todas las torres yacían en ruinas.|Techos, puertas, gran cantidad de muros, todas las torres yacian en ruinas.
fue02-258|El silencio era colosal, un verdadero silencio de catástrofe.|El silencio era colosal, un verdadero silencio de catastrofe.
fue02-259|Cinco o seis grandes humaredas empinaban aún sus penachos;|Cinco o seis grandes humaredas empinaban aun sus penachos;
fue02-260|y bajo el cielo que no se había enturbiado ni un momento,|y bajo el cielo que no se habia enturbiado ni un momento,
fue02-261|un cielo cuya crudeza azul certificaba indiferencias eternas, la pobre ciudad, mi pobre ciudad,|un cielo cuya crudeza azul certificaba indiferencias eternas, la pobre ciudad, mi pobre ciudad,
fue02-262|muerta, muerta para siempre, hedía como un verdadero cadáver.|muerta, muerta para siempre, hedia como un verdadero cadaver.
fue02-263|La singularidad de la situación, lo enorme del fenómeno, y sin duda también el regocijo de haberme salvado,|La singularidad de la situacion, lo enorme del fenomeno, y sin duda tambien el regocijo de haberme salvado,
fue02-264|único entre todos, cohibían mi dolor reemplazándolo por una curiosidad sombría.|unico entre todos, cohibian mi dolor reemplazandolo por una curiosidad sombria.
fue02-265|El arco de mi zaguán había quedado en pie, y asiéndome de las adarajas pude llegar hasta su cima.|El arco de mi zaguan habia quedado en pie, y asiendome de las adarajas pude llegar hasta su cima.
fue02-266|No quedaba un solo resto combustible y aquello se parecía mucho a un escorial volcánico.|No quedaba un solo resto combustible y aquello se parecia mucho a un escorial volcanico.
fue02-267|A trechos, en los parajes que la ceniza no cubría, brillaba con un bermejor de fuego el metal llovido.|A trechos, en los parajes que la ceniza no cubria, brillaba con un bermejor de fuego el metal llovido.
fue02-268|Hacia el lado del desierto resplandecía hasta perderse de vista un arenal de cobre.|Hacia el lado del desierto resplandecia hasta perderse de vista un arenal de cobre.
fue02-269|En las montañas, a la otra margen del lago, las aguas evaporadas de éste condensábanse en una tormenta.|En las montanas, a la otra margen del lago, las aguas evaporadas de este condensabanse en una tormenta.
fue02-270|Eran ellas las que habían mantenido respirable el aire durante el cataclismo.|Eran ellas las que habian mantenido respirable el aire durante el cataclismo.
fue02-271|El sol brillaba inmenso, y aquella soledad empezaba a agobiarme con una honda desolación,|El sol brillaba inmenso, y aquella soledad empezaba a agobiarme con una honda desolacion,
fue02-272|cuando hacia el lado del puerto percibí un bulto que vagaba entre las ruinas.|cuando hacia el lado del puerto percibi un bulto que vagaba entre las ruinas.
fue02-273|Era un hombre, y habíame percibido ciertamente, pues se dirigía a mí.|Era un hombre, y habiame percibido ciertamente, pues se dirigia a mi.
fue02-274|No hicimos ademán alguno de extrañeza cuando llegó, y trepando por el arco vino a sentarse conmigo.|No hicimos ademan alguno de extraneza cuando llego, y trepando por el arco vino a sentarse conmigo.
fue02-275|Tratábase de un piloto, salvado como yo en una bodega, pero apuñaleando a su propietario.|Tratabase de un piloto, salvado como yo en una bodega, pero apunaleando a su propietario.
fue02-276|Acababa de agotársele el agua y por ello salía.|Acababa de agotarsele el agua y por ello salia.
fue02-277|Asegurado a este respecto, empecé a interrogarlo.|Asegurado a este respecto, empece a interrogarlo.
fue02-278|Todos los barcos ardieron, los muelles, los depósitos;|Todos los barcos ardieron, los muelles, los depositos;
fue02-279|y el lago habíase vuelto amargo.|y el lago habiase vuelto amargo.
fue02-280|Aunque advertí que hablábamos en voz baja, no me atreví —ignoro por qué— a levantar la mía.|Aunque adverti que hablabamos en voz baja, no me atrevi --ignoro por que-- a levantar la mia.
fue02-281|Ofrecíle mi bodega, donde quedaban aún dos docenas de jamones, algunos quesos, todo el vino…|Ofrecile mi bodega, donde quedaban aun dos docenas de jamones, algunos quesos, todo el vino...
fue02-282|De repente notamos una polvareda hacia el lado del desierto.|De repente notamos una polvareda hacia el lado del desierto.
fue02-283|La polvareda de una carrera. Alguna partida que enviaban, quizá, en socorro, los compatriotas de Adama o de Seboim.|La polvareda de una carrera. Alguna partida que enviaban, quiza, en socorro, los compatriotas de Adama o de Seboim.
fue02-284|Pronto hubimos de sustituir esta esperanza por un espectáculo tan desolador como peligroso.|Pronto hubimos de sustituir esta esperanza por un espectaculo tan desolador como peligroso.
fue02-285|Era un tropel de leones, las fieras sobrevivientes del desierto,|Era un tropel de leones, las fieras sobrevivientes del desierto,
fue02-286|que acudían a la ciudad como a un oasis, furiosos de sed, enloquecidos de cataclismo.|que acudian a la ciudad como a un oasis, furiosos de sed, enloquecidos de cataclismo.
fue02-287|La sed y no el hambre los enfurecía, pues pasaron junto a nosotros sin advertirnos.|La sed y no el hambre los enfurecia, pues pasaron junto a nosotros sin advertirnos.
fue02-288|Y en qué estado venían.|Y en que estado venian.
fue02-289|Nada como ellos revelaba tan lúgubremente la catástrofe.|Nada como ellos revelaba tan lugubremente la catastrofe.
fue02-290|Pelados como gatos sarnosos, reducida a escasos chicharrones la crin,|Pelados como gatos sarnosos, reducida a escasos chicharrones la crin,
fue02-291|secos los ijares, en una desproporción de cómicos a medio vestir con la fiera cabezota,|secos los ijares, en una desproporcion de comicos a medio vestir con la fiera cabezota,
fue02-292|el rabo agudo y crispado como el de una rata que huye, las garras pustulosas, chorreando sangre|el rabo agudo y crispado como el de una rata que huye, las garras pustulosas, chorreando sangre
fue02-293|—todo aquello decía a las claras sus tres días de horror bajo el azote celeste,|--todo aquello decia a las claras sus tres dias de horror bajo el azote celeste,
fue02-294|al azar de las inseguras cavernas que no habían conseguido ampararlos.|al azar de las inseguras cavernas que no habian conseguido ampararlos.
fue02-295|Rondaban los surtidores secos con un desvarío humano en sus ojos,|Rondaban los surtidores secos con un desvario humano en sus ojos,
fue02-296|y bruscamente reemprendían su carrera en busca de otro depósito, agotado también;|y bruscamente reemprendian su carrera en busca de otro deposito, agotado tambien;
fue02-297|hasta que sentándose por último en torno del postrero, con el calcinado hocico en alto,|hasta que sentandose por ultimo en torno del postrero, con el calcinado hocico en alto,
fue02-298|la mirada vagorosa de desolación y de eternidad, quejándose al cielo, estoy seguro, pusiéronse a rugir.|la mirada vagorosa de desolacion y de eternidad, quejandose al cielo, estoy seguro, pusieronse a rugir.
fue02-299|Ah… nada, ni el cataclismo con sus horrores,|Ah... nada, ni el cataclismo con sus horrores,
fue02-300|ni el clamor de la ciudad moribunda era tan horroroso como ese llanto de bestia sobre las ruinas.|ni el clamor de la ciudad moribunda era tan horroroso como ese llanto de bestia sobre las ruinas.
fue02-301|Aquellos rugidos tenían una evidencia de palabra.|Aquellos rugidos tenian una evidencia de palabra.
fue02-302|Lloraban quién sabe qué dolores de inconciencia y de desierto a alguna divinidad oscura.|Lloraban quien sabe que dolores de inconciencia y de desierto a alguna divinidad oscura.
fue02-303|El alma sucinta de la bestia agregaba a sus terrores de muerte el pavor de lo incomprensible.|El alma sucinta de la bestia agregaba a sus terrores de muerte el pavor de lo incomprensible.
fue02-304|Si todo estaba lo mismo, el sol cotidiano.|Si todo estaba lo mismo, el sol cotidiano.
fue02-305|El cielo eterno, el desierto familiar, ¿por qué se ardían y por qué no había agua…?|El cielo eterno, el desierto familiar, ?por que se ardian y por que no habia agua...?
fue02-306|Y careciendo de toda idea de relación con los fenómenos, su horror era ciego, es decir, más espantoso.|Y careciendo de toda idea de relacion con los fenomenos, su horror era ciego, es decir, mas espantoso.
fue02-307|El trasporte de su dolor elevábalos a cierta vaga noción de provenencia,|El trasporte de su dolor elevabalos a cierta vaga nocion de provenencia,
fue02-308|ante aquel cielo de donde había estado cayendo la lluvia infernal;|ante aquel cielo de donde habia estado cayendo la lluvia infernal;
fue02-309|y sus rugidos preguntaban ciertamente algo a la cosa tremenda que causaba su padecer.|y sus rugidos preguntaban ciertamente algo a la cosa tremenda que causaba su padecer.
fue02-310|Ah… esos rugidos, lo único de grandioso que conservaban aún aquellas fieras disminuidas:|Ah... esos rugidos, lo unico de grandioso que conservaban aun aquellas fieras disminuidas:
fue02-311|cuál comentaban el horrendo secreto de la catástrofe;|cual comentaban el horrendo secreto de la catastrofe;
fue02-312|cómo interpretaban en su dolor irremediable la eterna soledad, el eterno silencio, la eterna sed…|como interpretaban en su dolor irremediable la eterna soledad, el eterno silencio, la eterna sed...
fue02-313|Aquello no debía durar mucho. El metal candente empezó a llover de nuevo, más compacto, más pesado que nunca.|Aquello no debia durar mucho. El metal candente empezo a llover de nuevo, mas compacto, mas pesado que nunca.
fue02-314|En nuestro súbito descenso alcanzamos a ver que las fieras se desbandaban buscando abrigo bajo los escombros.|En nuestro subito descenso alcanzamos a ver que las fieras se desbandaban buscando abrigo bajo los escombros.
fue02-315|Llegamos a la bodega, no sin que nos alcanzaran algunas chispas;|Llegamos a la bodega, no sin que nos alcanzaran algunas chispas;
fue02-316|y comprendiendo que aquel nuevo chaparrón iba a consumar la ruina, me dispuse a concluir.|y comprendiendo que aquel nuevo chaparron iba a consumar la ruina, me dispuse a concluir.
fue02-317|Mientras mi compañero abusaba de la bodega —por primera y última vez, a buen seguro—|Mientras mi companero abusaba de la bodega --por primera y ultima vez, a buen seguro--
fue02-318|decidí aprovechar el agua de la cisterna en mi baño fúnebre;|decidi aprovechar el agua de la cisterna en mi bano funebre;
fue02-319|y después de buscar inútilmente un trozo de jabón,|y despues de buscar inutilmente un trozo de jabon,
fue02-320|descendí a ella por la escalinata que servía para efectuar su limpieza.|descendi a ella por la escalinata que servia para efectuar su limpieza.
fue02-321|Llevaba conmigo el pomo de veneno, que me causaba un gran bienestar,|Llevaba conmigo el pomo de veneno, que me causaba un gran bienestar,
fue02-322|apenas turbado por la curiosidad de la muerte.|apenas turbado por la curiosidad de la muerte.
fue02-323|El agua fresca y la oscuridad me devolvieron a las voluptuosidades de mi existencia de rico|El agua fresca y la oscuridad me devolvieron a las voluptuosidades de mi existencia de rico
fue02-324|que acababa de concluir.|que acababa de concluir.
fue02-325|Hundido hasta el cuello, el regocijo de la limpieza y una dulce impresión de domesticidad acabaron de serenarme.|Hundido hasta el cuello, el regocijo de la limpieza y una dulce impresion de domesticidad acabaron de serenarme.
fue02-326|Oía afuera el huracán de fuego.|Oia afuera el huracan de fuego.
fue02-327|Comenzaban otra vez a caer escombros.|Comenzaban otra vez a caer escombros.
fue02-328|De la bodega no llegaba un solo rumor.|De la bodega no llegaba un solo rumor.
fue02-329|Percibí en eso un reflejo de llamas que entraban por la puerta del sótano, el característico tufo urinoso|Percibi en eso un reflejo de llamas que entraban por la puerta del sotano, el caracteristico tufo urinoso
fue02-330|Llevé el pomo a mis labios, y…|Lleve el pomo a mis labios, y...
mar01001|En marzo de 1808, y cuando habían transcurrido cuatro meses desde que empecé a trabajar en el oficio de cajista, ya componía con mediana destreza, y ganaba tres reales por ciento de líneas en la imprenta del Diario de Madrid.|En marzo de mil ochocientos ocho, y cuando habian transcurrido cuatro meses desde que empece a trabajar en el oficio de cajista, ya componia con mediana destreza, y ganaba tres reales por ciento de lineas en la imprenta del Diario de Madrid.
mar01002|No me parecía muy bien aplicada mi laboriosidad, ni de gran porvenir la carrera tipográfica;|No me parecia muy bien aplicada mi laboriosidad, ni de gran porvenir la carrera tipografica;
mar01003|pues aunque toda ella estriba en el manejo de las letras, más tiene de embrutecedora que de instructiva.|pues aunque toda ella estriba en el manejo de las letras, mas tiene de embrutecedora que de instructiva.
mar01004|Así es, que sin dejar el trabajo ni aflojar mi persistente aplicación, buscaba con el pensamiento horizontes más lejanos y esfera más honrosa que aquella de nuestra limitada, oscura y sofocante imprenta.|Asi es, que sin dejar el trabajo ni aflojar mi persistente aplicacion, buscaba con el pensamiento horizontes mas lejanos y esfera mas honrosa que aquella de nuestra limitada, oscura y sofocante imprenta.
mar01005|Mi vida al principio era tan triste y tan uniforme como aquel oficio, que en sus rudimentos esclaviza la inteligencia sin entretenerla;|Mi vida al principio era tan triste y tan uniforme como aquel oficio, que en sus rudimentos esclaviza la inteligencia sin entretenerla;
mar01006|pero cuando había adquirido alguna práctica en tan fastidiosa manipulación, mi espíritu aprendió a quedarse libre, mientras las veinte y cinco letras, escapándose por entre mis dedos, pasaban de la caja al molde.|pero cuando habia adquirido alguna practica en tan fastidiosa manipulacion, mi espiritu aprendio a quedarse libre, mientras las veinte y cinco letras, escapandose por entre mis dedos, pasaban de la caja al molde.
mar01007|Bastábame, pues, aquella libertad para soportar con paciencia la esclavitud del sótano en que trabajábamos, el fastidio de la composición, y las impertinencias de nuestro regente, un negro y tiznado cíclope, más propio de una herrería que de una imprenta.|Bastabame, pues, aquella libertad para soportar con paciencia la esclavitud del sotano en que trabajabamos, el fastidio de la composicion, y las impertinencias de nuestro regente, un negro y tiznado ciclope, mas propio de una herreria que de una imprenta.
mar01008|Necesito explicarme mejor.|Necesito explicarme mejor.
